mission,object_id,source_id_raw,label,period_d,dur_h,depth_ppm,impact,ror,prad_re,a_au,a_over_rstar,insol_earth,teq_k,teff_k,logg_cgs,radius_rsun,mass_msun,feh_dex,mes,snr,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,epoch_bjd_raw,epoch_bjd
KEPLER,8429566,8429566,0,3.732261,2.054,153.6,0.4,,1.09,,,369.47,1119.0,5762.0,4.495,0.867,,,,15.7,0.0,1.0,1.0,0.0,131.93795,2454964.93795
KEPLER,10387742,10387742,1,3.03267135,1.774,42.4,0.238,,0.6,,,468.31,1187.0,5640.0,4.492,0.921,,,,15.6,0.0,0.0,0.0,0.0,134.0668,2454967.0668
KEPLER,7673841,7673841,1,5.34182466,3.577,70.5,0.07,,0.95,,,379.09,1125.0,5767.0,4.287,1.135,,,,19.2,0.0,0.0,0.0,0.0,136.3186,2454969.3186
KEPLER,9827149,9827149,1,2.131945045,1.8061,269.4,0.209,,1.66,,,955.16,1418.0,5845.0,4.469,1.013,,,,22.9,0.0,0.0,0.0,0.0,133.65547,2454966.65547
KEPLER,5546691,5546691,1,12.9462567,9.568,168.7,0.109,,1.13,,,80.34,764.0,6058.0,4.54,0.867,,,,15.7,0.0,0.0,0.0,0.0,139.4165,2454972.4165
KEPLER,12156347,12156347,1,5.77957133,2.5213,396.6,0.946,,1.5,,,30.22,598.0,4102.0,4.687,0.581,,,,18.9,0.0,0.0,0.0,0.0,136.53014,2454969.53014
KEPLER,8636539,8636539,1,6.77367892,3.579,150.7,0.228,,1.33,,,324.84,1083.0,6392.0,4.425,1.072,,,,15.1,0.0,0.0,0.0,0.0,138.07568,2454971.07568
KEPLER,9283156,9283156,1,5.22402436,2.608,48.1,0.12,,0.58,,,185.16,941.0,5487.0,4.512,0.84,,,,15.1,0.0,0.0,0.0,0.0,132.85379,2454965.85379
KEPLER,8547429,8547429,1,11.6601667,5.882,181.0,0.983,,2.08,,,114.36,834.0,5791.0,4.381,1.083,,,,20.4,0.0,0.0,0.0,0.0,140.62189,2454973.62189
KEPLER,8803882,8803882,0,89.465468,9.88,67.9,0.931,,2.57,,,21.43,549.0,5192.0,3.773,2.46,,,,5.7,0.0,1.0,0.0,0.0,170.8426,2455003.8426
KEPLER,9893318,9893318,1,18.0161227,4.016,499.5,0.023,,2.39,,,82.38,768.0,6245.0,4.406,1.065,,,,16.7,0.0,0.0,0.0,0.0,145.24169,2454978.24169
KEPLER,6864885,6864885,0,40.8777605,9.745,719.1,1.262,,29.55,,,18.15,526.0,5930.0,4.489,0.937,,,,23.6,0.0,1.0,1.0,1.0,163.43477,2454996.43477
KEPLER,5097868,5097868,0,6.80243431,3.817,249.1,1.0,,2.6,,,151.72,895.0,5836.0,4.561,0.816,,,,14.9,0.0,0.0,1.0,0.0,132.40355,2454965.40355
KEPLER,8570333,8570333,1,84.5733346,5.762,891.6,0.024,,2.59,,,4.26,366.0,5418.0,4.543,0.888,,,,20.4,0.0,0.0,0.0,0.0,150.152,2454983.152
KEPLER,5036705,5036705,1,4.14789051,3.829,137.6,0.878,,1.93,,,878.32,1389.0,6150.0,4.223,1.417,,,,16.4,0.0,0.0,0.0,0.0,135.53291,2454968.53291
KEPLER,9574158,9574158,1,15.92108138,1.5443,716.8,0.972,,3.14,,,40.88,645.0,5595.0,4.57,0.82,,,,16.1,0.0,0.0,0.0,0.0,147.0537,2454980.0537
KEPLER,9653622,9653622,1,19.0054098,1.843,542.4,1.228,,28.47,,,78.19,758.0,6347.0,4.423,1.036,,,,20.2,0.0,0.0,0.0,0.0,144.15574,2454977.15574
KEPLER,4391348,4391348,0,1.96433113,2.381,139.1,0.16,,1.33,,,1704.63,1638.0,6306.0,4.405,1.121,,,,14.2,0.0,0.0,1.0,0.0,131.65195,2454964.65195
KEPLER,7294743,7294743,1,2.81043228,3.874,47.4,0.351,,1.43,,,1978.53,1701.0,5415.0,3.868,2.079,,,,17.8,0.0,0.0,0.0,0.0,133.40821,2454966.40821
KEPLER,8947520,8947520,1,0.968527683,1.3672,114.6,0.941,,1.21,,,1867.0,1677.0,5580.0,4.538,0.886,,,,16.9,0.0,0.0,0.0,0.0,131.50954,2454964.50954
KEPLER,10468885,10468885,1,0.664074145,1.0925,212.6,0.525,,1.19,,,1998.48,1703.0,5178.0,4.585,0.797,,,,20.9,0.0,0.0,0.0,0.0,133.40285,2454966.40285
KEPLER,12016267,12016267,0,11.7489907,4.043,36.7,0.1228,,1.01,,,363.51,1114.0,6440.0,4.081,1.655,,,,12.5,0.0,0.0,0.0,0.0,135.68045,2454968.68045
KEPLER,6765135,6765135,1,175.603366,9.543,506.8,0.952,,2.87,,,3.46,348.0,6225.0,4.461,1.009,,,,14.7,0.0,0.0,0.0,0.0,202.3721,2455035.3721
KEPLER,3861595,3861595,1,3.849371737,2.632,1298.6,0.915,,12.94,,,4055.29,2034.0,6244.0,3.657,2.992,,,,132.7,0.0,0.0,0.0,0.0,157.526686,2454990.526686
KEPLER,5725087,5725087,0,0.366197145,1.2335,275.3,0.319,,51.34,,,2335438.28,9983.0,4448.0,1.694,31.5,,,,16.7,0.0,1.0,0.0,0.0,133.55969,2454966.55969
KEPLER,10489206,10489206,1,4.164384505,1.8464,2338.0,0.59,,2.54,,,28.75,590.0,3808.0,4.754,0.508,,,,132.1,0.0,0.0,0.0,0.0,171.087935,2455004.087935
KEPLER,3426367,3426367,1,2.10433534,1.1168,242.1,0.872,,0.79,,,45.34,662.0,3605.0,4.837,0.433,,,,20.7,0.0,0.0,0.0,0.0,133.31612,2454966.31612
KEPLER,5562090,5562090,1,28.8431751,3.171,756.7,0.913,,2.66,,,13.77,491.0,5151.0,4.528,0.785,,,,15.0,0.0,0.0,0.0,0.0,143.82307,2454976.82307
KEPLER,11548140,11548140,0,1.378649746,1.2232,22462.0,0.099,,6.51,,,68.34,734.0,3440.0,4.82,0.439,,,,172.2,0.0,1.0,0.0,0.0,169.780113,2455002.780113
KEPLER,12110786,12110786,0,1.112207126,1.35,54.7,0.402,,0.73,,,2467.09,1797.0,6046.0,4.486,0.972,,,,13.0,0.0,0.0,1.0,0.0,131.8505,2454964.8505
KEPLER,5342061,5342061,1,64.034363,9.174,758.8,0.985,,3.47,,,6.72,411.0,5691.0,4.561,0.783,,,,16.9,0.0,0.0,0.0,0.0,159.0432,2454992.0432
KEPLER,3654095,3654095,0,1.303576682,1.021,245.5,0.08,,1.51,,,1940.45,1694.0,6045.0,4.494,0.955,,,,22.1,0.0,0.0,1.0,0.0,133.0758,2454966.0758
KEPLER,5078939,5078939,0,1.958577398,2.388,453.0,0.59,,1.8,,,579.19,1252.0,5402.0,4.568,0.816,,,,24.5,0.0,1.0,1.0,0.0,132.26115,2454965.26115
KEPLER,6867555,6867555,1,5.19103699,4.222,290.1,0.117,,1.92,,,462.91,1183.0,6321.0,4.417,1.125,,,,25.2,0.0,0.0,0.0,0.0,135.21628,2454968.21628
KEPLER,5339567,5339567,1,4.86638504,2.296,143.8,0.176,,1.32,,,372.7,1121.0,5688.0,4.333,1.111,,,,17.1,0.0,0.0,0.0,0.0,134.01501,2454967.01501
KEPLER,4459924,4459924,0,4.79176993,4.52,116.6,0.372,,0.81,,,143.74,883.0,5138.0,4.536,0.756,,,,23.0,0.0,0.0,1.0,0.0,134.03502,2454967.03502
KEPLER,11080405,11080405,1,25.1933989,4.62,481.2,0.679,,1.95,,,16.34,513.0,5009.0,4.491,0.84,,,,18.0,0.0,0.0,0.0,0.0,146.4301,2454979.4301
KEPLER,5529738,5529738,0,0.759762021,4.912,227.0,1.183,,24.2,,,6419.35,2280.0,6386.0,4.402,1.123,,,,65.3,0.0,0.0,0.0,1.0,131.79506,2454964.79506
KEPLER,4047631,4047631,1,4.790912471,0.5134,360.7,0.969,,2.25,,,62.51,717.0,4359.0,4.601,0.676,,,,17.6,0.0,0.0,0.0,0.0,132.01539,2454965.01539
KEPLER,10059645,10059645,1,6.49441464,2.344,357.3,0.911,,1.75,,,68.05,732.0,4769.0,4.557,0.742,,,,17.7,0.0,0.0,0.0,0.0,132.25189,2454965.25189
KEPLER,7183745,7183745,1,28.4750006,4.718,763.8,0.835,,2.64,,,13.5,489.0,4996.0,4.497,0.831,,,,21.4,0.0,0.0,0.0,0.0,154.5706,2454987.5706
KEPLER,8212002,8212002,1,14.7966306,5.613,56.1,0.182,,0.98,,,138.25,874.0,6175.0,4.299,1.307,,,,22.4,0.0,0.0,0.0,0.0,142.74484,2454975.74484
KEPLER,8004903,8004903,1,11.25401871,4.759,433.4,0.603,,2.42,,,147.13,888.0,5995.0,4.351,1.118,,,,17.0,0.0,0.0,0.0,0.0,136.8901,2454969.8901
KEPLER,8883329,8883329,1,9.18244299,4.318,87.6,0.257,,1.24,,,289.74,1052.0,6194.0,4.242,1.314,,,,20.3,0.0,0.0,0.0,0.0,134.04601,2454967.04601
KEPLER,3644653,3644653,0,119.682075,31.28,1704.1,1.259,,30.39,,,3.59,351.0,5778.0,4.531,0.911,,,,38.1,1.0,0.0,1.0,1.0,176.0877,2455009.0877
KEPLER,5514383,5514383,1,6.88341278,2.0674,487.4,0.083,,2.63,,,321.63,1080.0,6139.0,4.359,1.193,,,,35.4,0.0,0.0,0.0,0.0,172.66227,2455005.66227
KEPLER,10747445,10747445,0,4.593595496,2.7468,45034.0,1.147,,44.14,,,258.12,1022.0,5717.0,4.538,0.884,,,,92.0,0.0,1.0,0.0,0.0,134.88971,2454967.88971
KEPLER,8022489,8022489,1,197.5111484,11.106,2575.6,0.814,,9.52,,,5.54,391.0,5616.0,4.004,1.674,,,,175.2,0.0,0.0,0.0,0.0,272.3864,2455105.3864
KEPLER,9209624,9209624,1,6.79164656,3.343,102.6,0.121,,1.01,,,230.81,994.0,5772.0,4.351,1.003,,,,18.5,0.0,0.0,0.0,0.0,136.48519,2454969.48519
KEPLER,3354846,3354846,1,18.5525162,4.385,771.5,0.78,,2.53,,,33.14,612.0,5569.0,4.566,0.829,,,,17.2,0.0,0.0,0.0,0.0,135.51322,2454968.51322
KEPLER,6516185,6516185,1,47.3659328,7.929,757.0,1.085,,11.97,,,12.62,481.0,5708.0,4.482,0.902,,,,16.0,0.0,0.0,0.0,0.0,175.0355,2455008.0355
KEPLER,3946023,3946023,0,1.045492348,2.933,28.7,0.708,,0.83,,,6522.69,2291.0,6057.0,4.088,1.457,,,,21.7,0.0,1.0,1.0,0.0,132.27517,2454965.27517
KEPLER,9177629,9177629,1,5.60402307,1.0273,224.9,0.8,,1.25,,,84.65,774.0,4847.0,4.581,0.737,,,,20.6,0.0,0.0,0.0,0.0,133.82508,2454966.82508
KEPLER,7778767,7778767,1,13.0313583,4.521,573.3,0.813,,2.88,,,84.94,774.0,5514.0,4.345,1.071,,,,18.9,0.0,0.0,0.0,0.0,144.11544,2454977.11544
KEPLER,7515762,7515762,1,40.9905002,7.336,297.3,0.048,,2.41,,,36.5,627.0,5842.0,4.17,1.41,,,,15.4,0.0,0.0,0.0,0.0,132.4136,2454965.4136
KEPLER,5942949,5942949,1,57.2932309,4.878,773.6,0.021,,1.95,,,3.76,355.0,4806.0,4.564,0.729,,,,15.7,0.0,0.0,0.0,0.0,146.23112,2454979.23112
KEPLER,12120307,12120307,1,8.00504749,3.32,187.5,0.054,,1.52,,,271.68,1035.0,6398.0,4.411,1.101,,,,15.6,0.0,0.0,0.0,0.0,138.71228,2454971.71228
KEPLER,7446631,7446631,1,29.2254372,5.293,174.1,0.384,,1.35,,,33.69,614.0,6049.0,4.461,1.008,,,,15.7,0.0,0.0,0.0,0.0,143.98764,2454976.98764
KEPLER,9777251,9777251,0,1.33255087,3.565,123.3,0.415,,1.19,,,2107.29,1728.0,5774.0,4.347,1.054,,,,14.0,0.0,0.0,1.0,1.0,132.059,2454965.059
KEPLER,6864893,6864893,0,40.8792243,7.005,413.6,0.79,,1.62,,,8.59,437.0,5383.0,4.609,0.72,,,,23.4,0.0,1.0,1.0,1.0,163.41583,2454996.41583
KEPLER,11701407,11701407,1,18.8262877,2.344,795.8,0.198,,2.34,,,28.85,591.0,5215.0,4.481,0.845,,,,19.9,0.0,0.0,0.0,0.0,134.70322,2454967.70322
KEPLER,5906426,5906426,1,13.9034057,3.408,261.4,0.871,,1.55,,,41.08,646.0,5261.0,4.523,0.819,,,,15.3,0.0,0.0,0.0,0.0,143.52317,2454976.52317
KEPLER,10813132,10813132,1,4.76702759,2.013,163.4,0.077,,1.19,,,282.97,1046.0,5629.0,4.43,0.937,,,,14.3,0.0,0.0,0.0,0.0,132.69368,2454965.69368
KEPLER,5857540,5857540,1,13.62801048,3.5374,912.8,0.927,,3.28,,,39.48,639.0,5052.0,4.48,0.855,,,,26.7,0.0,0.0,0.0,0.0,135.45073,2454968.45073
KEPLER,12208631,12208631,1,53.3580444,6.812,736.1,0.905,,3.41,,,11.94,474.0,5481.0,4.369,1.036,,,,19.7,0.0,0.0,0.0,0.0,138.38498,2454971.38498
KEPLER,7289317,7289317,1,16.83203175,4.031,326.0,0.533,,1.86,,,53.44,690.0,5518.0,4.4,1.008,,,,21.6,0.0,0.0,0.0,0.0,140.53041,2454973.53041
KEPLER,6500206,6500206,0,13.37499553,1.639,458.1,0.045,,2.01,,,57.85,703.0,5263.0,4.404,0.961,,,,16.9,0.0,1.0,0.0,0.0,142.38153,2454975.38153
KEPLER,5545815,5545815,0,4.35370136,1.913,168.9,0.535,,1.33,,,456.83,1179.0,5992.0,4.382,0.985,,,,12.2,0.0,0.0,1.0,0.0,134.09426,2454967.09426
KEPLER,3116302,3116302,0,134.96694,18.43,68.4,0.0156,,0.87,,,5.18,385.0,6154.0,4.416,1.053,,,,6.9,0.0,0.0,0.0,0.0,205.9674,2455038.9674
KEPLER,7879433,7879433,1,1.385787741,1.6449,85.4,0.35,,0.55,,,245.15,1008.0,4239.0,4.667,0.6,,,,19.1,0.0,0.0,0.0,0.0,135.49119,2454968.49119
KEPLER,9205907,9205907,1,12.02295362,1.2667,778.6,0.965,,3.28,,,85.78,776.0,5982.0,4.535,0.879,,,,20.1,0.0,0.0,0.0,0.0,136.20687,2454969.20687
KEPLER,8463346,8463346,1,16.79716262,3.83,1023.8,0.899,,2.75,,,15.19,503.0,4652.0,4.617,0.697,,,,21.2,0.0,0.0,0.0,0.0,134.0417,2454967.0417
KEPLER,7531677,7531677,0,2.622134451,4.735,128.2,0.664,,1.64,,,1359.14,1548.0,5864.0,4.199,1.369,,,,42.9,0.0,0.0,1.0,0.0,131.87323,2454964.87323
KEPLER,10068659,10068659,1,11.47685263,2.756,240.6,0.07,,1.58,,,94.94,796.0,5550.0,4.384,1.032,,,,16.5,0.0,0.0,0.0,0.0,139.63194,2454972.63194
KEPLER,2443393,2443393,1,73.711039,10.062,136.7,0.284,,1.77,,,23.81,563.0,6374.0,4.193,1.502,,,,21.1,0.0,0.0,0.0,0.0,202.7848,2455035.7848
KEPLER,9019191,9019191,1,14.43348326,2.663,526.8,1.185,,16.25,,,22.91,558.0,4915.0,4.627,0.702,,,,14.8,0.0,0.0,0.0,0.0,143.60783,2454976.60783
KEPLER,9718379,9718379,0,40.0088894,3.616,582.3,1.16,,20.75,,,27.65,585.0,6237.0,4.403,1.023,,,,20.2,0.0,1.0,1.0,0.0,141.74475,2454974.74475
KEPLER,3002478,3002478,1,6.35705314,1.324,272.2,0.023,,1.59,,,227.07,990.0,5982.0,4.493,0.96,,,,17.3,0.0,0.0,0.0,0.0,135.47756,2454968.47756
KEPLER,4055774,4055774,0,6.58738839,4.758,258.5,0.523,,1.35,,,136.02,871.0,5616.0,4.564,0.822,,,,15.7,0.0,0.0,1.0,1.0,133.35768,2454966.35768
KEPLER,6670075,6670075,0,0.759706632,1.0896,39.7,0.52,,1.38,,,51080.76,3834.0,8621.0,4.101,2.094,,,,21.6,0.0,1.0,1.0,0.0,131.7692,2454964.7692
KEPLER,9395024,9395024,1,4.37033233,2.845,177.8,0.093,,1.56,,,475.39,1191.0,5657.0,4.282,1.182,,,,17.7,0.0,0.0,0.0,0.0,131.92696,2454964.92696
KEPLER,8631751,8631751,1,1.530515205,0.5945,659.7,0.882,,0.84,,,32.46,608.0,3462.0,5.004,0.259,,,,23.2,0.0,0.0,0.0,0.0,131.867506,2454964.867506
KEPLER,11401822,11401822,0,1.08070294,3.363,145.6,0.688,,1.04,,,1419.52,1565.0,5482.0,4.539,0.813,,,,17.6,0.0,1.0,0.0,1.0,131.86686,2454964.86686
KEPLER,6507427,6507427,0,4.74254518,1.023,305.7,0.051,,1.77,,,369.34,1118.0,6046.0,4.478,1.007,,,,13.2,0.0,0.0,0.0,1.0,133.13916,2454966.13916
KEPLER,5521300,5521300,0,18.13559979,2.019,452.7,1.194,,24.49,,,72.36,744.0,6184.0,4.448,1.038,,,,16.4,0.0,1.0,1.0,0.0,138.31557,2454971.31557
KEPLER,9753154,9753154,1,3.70429015,3.37,55.7,0.001,,1.45,,,2708.57,1839.0,6732.0,3.958,1.927,,,,15.9,0.0,0.0,0.0,0.0,132.21478,2454965.21478
KEPLER,9011825,9011825,1,37.3331165,7.643,187.8,0.851,,2.5,,,44.17,657.0,5623.0,4.079,1.588,,,,22.5,0.0,0.0,0.0,0.0,162.90453,2454995.90453
KEPLER,4172746,4172746,1,17.6997392,2.76,752.7,0.105,,1.96,,,17.73,523.0,4807.0,4.583,0.742,,,,19.8,0.0,0.0,0.0,0.0,140.94958,2454973.94958
KEPLER,5174858,5174858,1,7.9709719,1.2893,488.4,0.911,,2.27,,,79.1,760.0,5237.0,4.572,0.826,,,,17.3,0.0,0.0,0.0,0.0,134.0507,2454967.0507
KEPLER,11074835,11074835,1,6.03355539,10.049,89.5,0.35,,3.34,,,1540.84,1598.0,4924.0,3.356,3.588,,,,26.1,0.0,0.0,0.0,0.0,137.121,2454970.121
KEPLER,1996180,1996180,1,3.02558494,3.0008,128.3,0.839,,1.62,,,1148.47,1484.0,6123.0,4.263,1.263,,,,23.8,0.0,0.0,0.0,0.0,134.36744,2454967.36744
KEPLER,10407221,10407221,0,0.933746783,4.255,417.5,0.007,,1.3,,,696.63,1309.0,4643.0,4.61,0.663,,,,62.8,0.0,0.0,1.0,1.0,131.51962,2454964.51962
KEPLER,5991936,5991936,0,6.09740316,4.635,568.5,1.2051,,45.49,,,2630.31,1826.0,8828.0,4.227,1.828,,,,14.0,0.0,0.0,1.0,0.0,133.32402,2454966.32402
KEPLER,5095635,5095635,1,0.754457729,0.5891,248.2,0.677,,2.07,,,4879.62,2131.0,5561.0,4.25,1.193,,,,31.1,0.0,0.0,0.0,0.0,134.983522,2454967.983522
KEPLER,6269070,6269070,1,2.7612237,3.681,66.8,0.238,,1.84,,,3906.36,2017.0,6381.0,3.897,2.232,,,,14.2,0.0,0.0,0.0,0.0,131.6081,2454964.6081
KEPLER,6705137,6705137,0,5.59727625,1.659,200.8,0.403,,1.26,,,213.15,975.0,5796.0,4.522,0.876,,,,15.3,0.0,0.0,1.0,1.0,131.86798,2454964.86798
KEPLER,12254688,12254688,1,62.6825769,2.327,398.9,1.095,,39.8,,,166.36,916.0,7058.0,3.648,3.101,,,,17.8,0.0,0.0,0.0,0.0,182.22959,2455015.22959
KEPLER,8345172,8345172,0,50.5715805,3.726,1282.6,0.074,,2.74,,,6.44,406.0,5262.0,4.59,0.783,,,,19.9,0.0,1.0,1.0,0.0,161.11366,2454994.11366
KEPLER,4172013,4172013,1,16.2707207,5.707,468.0,1.187,,28.42,,,110.79,827.0,6117.0,4.315,1.244,,,,13.0,0.0,0.0,0.0,0.0,145.097,2454978.097
KEPLER,12254378,12254378,1,2.032319072,1.6762,315.5,0.133,,1.87,,,1333.35,1542.0,6156.0,4.443,1.05,,,,24.5,0.0,0.0,0.0,0.0,132.32157,2454965.32157
KEPLER,4247791,4247791,0,4.100870416,8.15361,123520.0,0.938,,82.46,,,939.61,1413.0,5923.0,4.118,1.51,,,,2619.2,0.0,1.0,0.0,0.0,168.1460533,2455001.1460533
KEPLER,7604328,7604328,1,4.35407371,2.427,277.1,0.734,,1.63,,,279.53,1043.0,5455.0,4.421,0.909,,,,19.0,0.0,0.0,0.0,0.0,132.85695,2454965.85695
KEPLER,11236244,11236244,1,11.32269749,3.517,311.0,0.951,,1.51,,,22.24,554.0,4563.0,4.624,0.642,,,,16.0,0.0,0.0,0.0,0.0,136.05511,2454969.05511
KEPLER,9837685,9837685,1,13.71218522,2.437,786.7,0.68,,2.47,,,49.26,676.0,5550.0,4.562,0.831,,,,22.6,0.0,0.0,0.0,0.0,135.51875,2454968.51875
KEPLER,5042210,5042210,1,12.14684625,6.197,70.7,0.687,,1.75,,,342.49,1097.0,5877.0,3.927,1.963,,,,27.1,0.0,0.0,0.0,0.0,131.55623,2454964.55623
KEPLER,12454461,12454461,1,7.46718958,3.633,75.7,0.486,,1.04,,,271.25,1035.0,6161.0,4.399,1.169,,,,18.8,0.0,0.0,0.0,0.0,136.39348,2454969.39348
KEPLER,9635606,9635606,1,48.8882668,6.468,462.8,0.988,,2.96,,,5.23,386.0,4821.0,4.529,0.788,,,,13.5,0.0,0.0,0.0,0.0,153.8341,2454986.8341
KEPLER,3728701,3728701,1,51.1319346,6.019,382.3,0.829,,2.43,,,20.36,542.0,6071.0,4.353,1.107,,,,19.6,0.0,0.0,0.0,0.0,137.1568,2454970.1568
KEPLER,10861715,10861715,0,133.516435,2.196,510.0,0.6285,,2.01,,,3.3,344.0,5989.0,4.553,0.848,,,,6.5,0.0,0.0,0.0,0.0,134.8898,2454967.8898
KEPLER,1849702,1849702,1,39.8312536,2.442,388.8,0.24,,1.46,,,7.33,420.0,5026.0,4.58,0.759,,,,15.8,0.0,0.0,0.0,0.0,155.6409,2454988.6409
KEPLER,9390653,9390653,1,9.549277089,1.5832,1826.9,0.068,,1.57,,,4.62,374.0,3547.0,4.899,0.369,,,,112.2,0.0,0.0,0.0,0.0,175.757183,2455008.757183
KEPLER,2305866,2305866,1,24.1073172,10.465,104.2,0.693,,2.74,,,304.22,1065.0,6585.0,3.813,2.517,,,,23.6,0.0,0.0,0.0,0.0,145.9415,2454978.9415
KEPLER,11187837,11187837,1,17.60461401,3.716,2292.1,0.715,,2.64,,,4.07,362.0,3744.0,4.737,0.516,,,,80.1,0.0,0.0,0.0,0.0,170.4984,2455003.4984
KEPLER,8885673,8885673,0,1.228721184,1.041,465.6,0.208,,1.62,,,728.99,1324.0,4897.0,4.542,0.764,,,,26.4,0.0,0.0,1.0,0.0,133.49967,2454966.49967
KEPLER,9712350,9712350,1,51.5738653,2.784,900.7,0.275,,2.41,,,7.12,417.0,5380.0,4.581,0.813,,,,13.2,0.0,0.0,0.0,0.0,158.06744,2454991.06744
KEPLER,8025596,8025596,1,4.69505576,3.058,240.0,0.204,,1.49,,,343.6,1098.0,5999.0,4.494,0.959,,,,15.9,0.0,0.0,0.0,0.0,133.93643,2454966.93643
KEPLER,5956787,5956787,0,0.569115976,2.028,796.9,0.068,,1.8,,,1504.24,1589.0,4788.0,4.61,0.656,,,,59.8,0.0,1.0,1.0,1.0,132.01945,2454965.01945
KEPLER,3642741,3642741,0,7.258450123,5.7297,3714.7,0.05,,5.53,,,141.3,880.0,5638.0,4.513,0.92,,,,288.6,0.0,0.0,0.0,0.0,138.344691,2454971.344691
KEPLER,12071037,12071037,0,6.0959841,10.39,112.7,0.657,,0.99,,,225.07,988.0,5826.0,4.43,0.885,,,,29.2,0.0,0.0,1.0,1.0,135.0254,2454968.0254
KEPLER,8494617,8494617,1,22.9221181,8.2,140.3,0.603,,1.33,,,51.7,684.0,5897.0,4.357,1.081,,,,24.0,0.0,0.0,0.0,0.0,133.66805,2454966.66805
KEPLER,10289119,10289119,1,16.10474503,5.712,124.1,0.224,,3.21,,,425.93,1159.0,5822.0,3.683,2.886,,,,25.4,0.0,0.0,0.0,0.0,135.01186,2454968.01186
KEPLER,7382313,7382313,1,7.42697378,3.206,205.2,0.337,,1.4,,,154.52,899.0,5573.0,4.434,0.982,,,,15.4,0.0,0.0,0.0,0.0,133.099,2454966.099
KEPLER,9887224,9887224,0,0.874629873,1.782,68.1,0.665,,0.72,,,1538.25,1597.0,5099.0,4.491,0.832,,,,19.2,0.0,0.0,1.0,0.0,132.25706,2454965.25706
KEPLER,7542369,7542369,0,5.46091846,1.781,172.0,0.4,,1.25,,,353.34,1106.0,6319.0,4.465,0.93,,,,21.2,0.0,1.0,1.0,0.0,131.66849,2454964.66849
KEPLER,8544992,8544992,1,3.17323012,1.9094,204.5,0.085,,0.88,,,112.21,830.0,4500.0,4.632,0.633,,,,21.4,0.0,0.0,0.0,0.0,133.69979,2454966.69979
KEPLER,11295426,11295426,1,5.398752862,3.4303,346.5,0.015,,2.21,,,398.33,1140.0,5790.0,4.279,1.198,,,,289.6,0.0,0.0,0.0,0.0,173.858666,2455006.858666
KEPLER,7289162,7289162,0,5.26648126,1.964,97.8,0.403,,1.07,,,420.53,1155.0,6204.0,4.394,1.065,,,,16.0,0.0,0.0,1.0,1.0,131.6902,2454964.6902
KEPLER,3001885,3001885,0,2.67596808,2.021,420.6,0.115,,1.57,,,234.19,998.0,4732.0,4.53,0.795,,,,17.5,0.0,0.0,1.0,0.0,133.70492,2454966.70492
KEPLER,12306058,12306058,1,7.41683033,7.274,72.6,0.873,,3.36,,,973.85,1425.0,4938.0,3.45,3.324,,,,20.6,0.0,0.0,0.0,0.0,137.96389,2454970.96389
KEPLER,6183511,6183511,1,0.727331746,0.8323,357.4,0.153,,0.67,,,122.92,849.0,3460.0,4.92,0.356,,,,20.4,0.0,0.0,0.0,0.0,132.37007,2454965.37007
KEPLER,12469800,12469800,1,1.302017467,1.3692,290.5,0.286,,1.37,,,772.73,1344.0,4948.0,4.508,0.816,,,,21.4,0.0,0.0,0.0,0.0,131.93696,2454964.93696
KEPLER,4915638,4915638,1,8.63050092,3.144,325.8,0.595,,1.43,,,70.63,739.0,5352.0,4.599,0.764,,,,14.9,0.0,0.0,0.0,0.0,139.57438,2454972.57438
KEPLER,6351097,6351097,0,12.49117388,2.848,189.9,0.747,,1.36,,,80.08,763.0,5753.0,4.461,0.911,,,,17.0,0.0,0.0,1.0,0.0,136.31491,2454969.31491
KEPLER,8081905,8081905,1,3.27645723,2.219,323.0,0.001,,1.71,,,482.56,1195.0,5812.0,4.504,0.963,,,,17.9,0.0,0.0,0.0,0.0,131.97924,2454964.97924
KEPLER,11465950,11465950,1,16.0573291,3.546,575.0,0.883,,2.27,,,41.04,645.0,5644.0,4.575,0.806,,,,17.5,0.0,0.0,0.0,0.0,132.39054,2454965.39054
KEPLER,9996632,9996632,0,8.44326557,3.353,359.5,0.42,,1.97,,,179.79,934.0,6081.0,4.468,1.023,,,,19.0,0.0,0.0,1.0,0.0,136.26748,2454969.26748
KEPLER,4665571,4665571,1,4.60300256,2.6848,302.5,0.072,,1.32,,,122.02,848.0,4821.0,4.529,0.788,,,,22.2,0.0,0.0,0.0,0.0,133.22313,2454966.22313
KEPLER,4829935,4829935,0,16.9329284,1.218,488.3,0.319,,2.46,,,93.34,793.0,6310.0,4.417,1.095,,,,20.4,0.0,0.0,1.0,0.0,132.15407,2454965.15407
KEPLER,9269042,9269042,1,12.00089667,3.266,420.7,0.595,,1.47,,,37.81,632.0,5195.0,4.598,0.69,,,,20.0,0.0,0.0,0.0,0.0,142.04182,2454975.04182
KEPLER,6199056,6199056,0,1.169010526,1.1717,165.9,1.13,,91.91,,,47688.8,3766.0,5944.0,3.25,5.847,,,,37.1,0.0,1.0,0.0,0.0,131.738567,2454964.738567
KEPLER,11461433,11461433,1,1.916940872,1.4243,105.1,0.405,,0.89,,,571.25,1246.0,5083.0,4.468,0.872,,,,17.7,0.0,0.0,0.0,0.0,132.46734,2454965.46734
