mission,object_id,source_id_raw,label,period_d,dur_h,depth_ppm,impact,ror,prad_re,a_au,a_over_rstar,insol_earth,teq_k,teff_k,logg_cgs,radius_rsun,mass_msun,feh_dex,mes,snr,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,epoch_bjd_raw,epoch_bjd,fpflag_sum
KEPLER,10797460,10797460,1,9.48803557,2.9575,615.8,0.146,NA,2.26,0.07015,NA,93.59,793.0,5455.0,4.467,0.927,0.8805000000000001,-0.06,NA,35.8,0.0,0.0,0.0,0.0,170.53875,2455003.53875,0.0
KEPLER,10811496,10811496,1,19.89913995,1.7822,10829.0,0.969,NA,14.6,0.07015,NA,39.3,638.0,5853.0,4.544,0.868,0.8805000000000001,-0.06,NA,76.3,0.0,0.0,0.0,0.0,175.850252,2455008.850252,0.0
KEPLER,10848459,10848459,0,1.736952453,2.40641,8079.2,1.276,NA,33.46,0.07015,NA,891.96,1395.0,5805.0,4.564,0.791,0.8805000000000001,-0.06,NA,505.6,0.0,1.0,0.0,0.0,170.307565,2455003.307565,1.0
KEPLER,10854555,10854555,1,2.525591777,1.6545,603.3,0.701,NA,2.75,0.07015,NA,926.16,1406.0,6031.0,4.438,1.046,0.8805000000000001,-0.06,NA,40.9,0.0,0.0,0.0,0.0,171.59555,2455004.59555,0.0
KEPLER,10872983,10872983,1,11.09432054,4.5945,1517.5,0.538,NA,3.9,0.07015,NA,114.81,835.0,6046.0,4.486,0.972,0.8805000000000001,-0.06,NA,66.5,0.0,0.0,0.0,0.0,171.20116,2455004.20116,0.0
KEPLER,6721123,6721123,0,7.36178958,5.022,233.7,1.169,NA,39.21,0.07015,NA,767.22,1342.0,6227.0,3.986,1.958,0.8805000000000001,-0.06,NA,47.7,0.0,1.0,1.0,0.0,132.25053,2454965.25053,2.0
KEPLER,10910878,10910878,1,16.06864674,3.5347,4914.3,0.052,NA,5.76,0.07015,NA,30.75,600.0,5031.0,4.485,0.848,0.8805000000000001,-0.06,NA,161.9,0.0,0.0,0.0,0.0,173.621937,2455006.621937,0.0
KEPLER,11446443,11446443,1,2.470613377,1.74319,14231.0,0.818,NA,13.04,0.07015,NA,761.46,1339.0,5820.0,4.457,0.964,0.8805000000000001,-0.06,NA,4304.3,0.0,0.0,0.0,0.0,122.763305,2454955.763305,0.0
KEPLER,10666592,10666592,1,2.204735417,3.88864,6674.7,0.224,NA,16.1,0.07015,NA,4148.92,2048.0,6440.0,4.019,1.952,0.8805000000000001,-0.06,NA,5945.9,0.0,1.0,0.0,0.0,121.3585417,2454954.3585417,1.0
KEPLER,6922244,6922244,1,3.522498429,3.19843,9145.7,0.631,NA,14.59,0.07015,NA,1264.67,1521.0,6225.0,4.169,1.451,0.8805000000000001,-0.06,NA,1741.5,0.0,0.0,0.0,0.0,121.1194228,2454954.1194228,0.0
KEPLER,10984090,10984090,1,3.709214104,2.6302,131.1,0.051,NA,1.16,0.07015,NA,500.46,1206.0,5833.0,4.407,1.022,0.8805000000000001,-0.06,NA,50.6,0.0,0.0,0.0,0.0,133.98318,2454966.98318,0.0
KEPLER,10419211,10419211,0,11.521446064,3.6399,17984.0,2.483,NA,150.51,0.07015,NA,75.88,753.0,5795.0,4.554,0.848,0.8805000000000001,-0.06,NA,622.1,0.0,1.0,0.0,0.0,170.839688,2455003.839688,1.0
KEPLER,10464078,10464078,0,19.40393776,12.2155,8918.7,0.804,NA,7.18,0.07015,NA,17.69,523.0,5043.0,4.591,0.68,0.8805000000000001,-0.06,NA,214.7,0.0,1.0,0.0,0.0,172.484253,2455005.484253,1.0
KEPLER,10480982,10480982,0,19.221388942,4.79843,74284.0,1.065,NA,49.29,0.07015,NA,55.97,698.0,6117.0,4.496,0.947,0.8805000000000001,-0.06,NA,2317.0,0.0,1.0,0.0,0.0,184.5521637,2455017.5521637,1.0
KEPLER,10485250,10485250,0,16.46983774,9.4378,10479.0,0.292,NA,7.94,0.07015,NA,29.61,595.0,5152.0,4.517,0.786,0.8805000000000001,-0.06,NA,303.4,0.0,1.0,0.0,0.0,180.881761,2455013.881761,1.0
KEPLER,10526549,10526549,1,9.27358173,3.2875,1288.3,0.387,NA,2.47,0.07015,NA,41.85,649.0,4856.0,4.583,0.696,0.8805000000000001,-0.06,NA,87.2,0.0,0.0,0.0,0.0,173.258155,2455006.258155,0.0
KEPLER,10583066,10583066,1,6.02930329,1.5821,1912.7,0.258,NA,2.85,0.07015,NA,50.04,678.0,4537.0,4.648,0.672,0.8805000000000001,-0.06,NA,65.4,0.0,0.0,0.0,0.0,171.602959,2455004.602959,0.0
KEPLER,10583180,10583180,0,2.696370652,3.6129,397.9,0.044,NA,1.58,0.07015,NA,305.34,1066.0,4989.0,4.504,0.819,0.8805000000000001,-0.06,NA,48.2,0.0,1.0,1.0,1.0,170.73769,2455003.73769,3.0
KEPLER,10601284,10601284,1,5.349553819,3.0278,831.0,0.092,NA,2.55,0.07015,NA,168.99,919.0,5185.0,4.44,0.91,0.8805000000000001,-0.06,NA,60.6,0.0,0.0,0.0,0.0,171.80694,2455004.80694,0.0
KEPLER,2306756,2306756,0,386.6030528,6.8057,24927.0,0.9765,NA,41.5,0.07015,NA,1.84,297.0,5543.0,4.081,1.58,0.8805000000000001,-0.06,NA,994.0,0.0,1.0,0.0,0.0,166.342079,2454999.342079,1.0
KEPLER,10662202,10662202,1,21.67699193,3.4555,857.2,0.896,NA,2.95,0.07015,NA,18.64,530.0,4954.0,4.5,0.828,0.8805000000000001,-0.06,NA,34.3,0.0,0.0,0.0,0.0,171.53594,2455004.53594,0.0
KEPLER,10682541,10682541,1,4.99677968,2.1717,934.7,0.71,NA,2.78,0.07015,NA,166.95,917.0,5339.0,4.552,0.847,0.8805000000000001,-0.06,NA,28.2,0.0,0.0,0.0,0.0,171.74208,2455004.74208,0.0
KEPLER,11460018,11460018,1,4.280963604,2.875,750.8,0.424,NA,2.3,0.07015,NA,247.87,1012.0,5644.0,4.564,0.831,0.8805000000000001,-0.06,NA,61.8,0.0,0.0,0.0,0.0,171.89659,2455004.89659,0.0
KEPLER,11463211,11463211,0,1.50635409,1.5155,2211.7,0.86,NA,4.53,0.07015,NA,1054.12,1452.0,5714.0,4.563,0.831,0.8805000000000001,-0.06,NA,181.1,0.0,0.0,1.0,0.0,170.998064,2455003.998064,1.0
KEPLER,11465813,11465813,0,670.645531,53.412,18091.0,0.701,NA,14.14,0.07015,NA,0.35,196.0,5520.0,4.466,0.983,0.8805000000000001,-0.06,NA,642.7,0.0,1.0,1.0,0.0,209.04355,2455042.04355,2.0
KEPLER,11493732,11493732,0,61.2563628,7.633,5123.3,1.248,NA,39.87,0.07015,NA,15.43,505.0,6144.0,4.402,1.091,0.8805000000000001,-0.06,NA,85.3,0.0,1.0,0.0,0.0,173.83826,2455006.83826,1.0
KEPLER,11507101,11507101,1,38.3775486,5.588,724.2,0.468,NA,2.82,0.07015,NA,18.53,529.0,5481.0,4.369,1.036,0.8805000000000001,-0.06,NA,34.7,0.0,0.0,0.0,0.0,172.82048,2455005.82048,0.0
KEPLER,10987985,10987985,1,16.01308419,3.2554,1121.9,0.799,NA,3.1,0.07015,NA,29.31,593.0,5015.0,4.499,0.826,0.8805000000000001,-0.06,NA,33.2,0.0,0.0,0.0,0.0,176.3608,2455009.3608,0.0
KEPLER,11018648,11018648,1,32.62876672,4.7971,1804.8,0.021,NA,3.36,0.07015,NA,15.55,506.0,5586.0,4.56,0.798,0.8805000000000001,-0.06,NA,80.0,0.0,0.0,0.0,0.0,194.1019,2455027.1019,0.0
KEPLER,11138155,11138155,1,4.959319244,2.22739,9802.0,0.831,NA,12.21,0.07015,NA,349.4,1103.0,5712.0,4.359,1.082,0.8805000000000001,-0.06,NA,696.5,0.0,0.0,0.0,0.0,172.2585292,2455005.2585292,0.0
KEPLER,11152159,11152159,0,2.701287801,3.3827,860.4,1.016,NA,6.54,0.07015,NA,527.81,1222.0,5550.0,4.468,0.91,0.8805000000000001,-0.06,NA,48.3,0.0,1.0,1.0,0.0,170.69579,2455003.69579,2.0
KEPLER,11153539,11153539,1,4.49876511,3.7362,460.0,0.312,NA,2.1,0.07015,NA,389.62,1133.0,6075.0,4.486,0.969,0.8805000000000001,-0.06,NA,29.5,0.0,0.0,0.0,0.0,171.34905,2455004.34905,0.0
KEPLER,11242721,11242721,0,19.651209505,5.2514,11766.0,0.723,NA,12.42,0.07015,NA,67.03,730.0,6074.0,4.391,1.063,0.8805000000000001,-0.06,NA,513.4,0.0,1.0,0.0,0.0,179.401981,2455012.401981,1.0
KEPLER,9579641,9579641,1,5.412203927,2.9472,601.6,0.787,NA,2.94,0.07015,NA,337.68,1093.0,5779.0,4.339,1.087,0.8805000000000001,-0.06,NA,166.7,0.0,0.0,0.0,0.0,133.143089,2454966.143089,0.0
KEPLER,11304958,11304958,1,41.43958662,10.5989,2793.1,0.355,NA,5.5,0.07015,NA,16.72,516.0,5468.0,4.367,1.046,0.8805000000000001,-0.06,NA,141.1,0.0,0.0,0.0,0.0,208.93203,2455041.93203,0.0
KEPLER,11391957,11391957,1,8.35389523,2.2514,1041.6,0.023,NA,2.52,0.07015,NA,91.9,790.0,5592.0,4.582,0.787,0.8805000000000001,-0.06,NA,43.4,0.0,0.0,0.0,0.0,171.63257,2455004.63257,0.0
KEPLER,11403044,11403044,1,4.125543472,3.1744,1487.3,0.597,NA,4.43,0.07015,NA,565.35,1243.0,6174.0,4.417,1.103,0.8805000000000001,-0.06,NA,128.6,0.0,0.0,0.0,0.0,169.752585,2455002.752585,0.0
KEPLER,11414511,11414511,1,2.816504904,2.50587,16814.0,0.105,NA,12.21,0.07015,NA,521.13,1219.0,5532.0,4.452,0.955,0.8805000000000001,-0.06,NA,1406.8,0.0,0.0,0.0,0.0,170.9676846,2455003.9676846,0.0
KEPLER,11442465,11442465,0,33.93373447,14.561,8503.7,0.812,NA,7.34,0.07015,NA,8.11,430.0,5040.0,4.628,0.705,0.8805000000000001,-0.06,NA,236.1,0.0,1.0,1.0,0.0,186.67608,2455019.67608,2.0
KEPLER,12110942,12110942,1,3.689920099,2.6557,426.7,0.151,NA,1.89,0.07015,NA,408.99,1147.0,5880.0,4.518,0.917,0.8805000000000001,-0.06,NA,35.6,0.0,0.0,0.0,0.0,170.36571,2455003.36571,0.0
KEPLER,12366084,12366084,1,4.431238488,3.15,1010.9,0.405,NA,3.25,0.07015,NA,351.23,1104.0,5714.0,4.428,1.015,0.8805000000000001,-0.06,NA,71.1,0.0,0.0,0.0,0.0,171.015,2455004.015,0.0
KEPLER,12404086,12404086,1,26.39432897,3.573,1510.9,0.602,NA,3.07,0.07015,NA,13.49,489.0,5129.0,4.595,0.763,0.8805000000000001,-0.06,NA,48.2,0.0,0.0,0.0,0.0,176.05459,2455009.05459,0.0
KEPLER,8395660,8395660,1,13.57078281,3.3539,511.7,0.866,NA,2.64,0.07015,NA,89.61,785.0,5854.0,4.406,1.012,0.8805000000000001,-0.06,NA,88.4,0.0,0.0,0.0,0.0,136.279194,2454969.279194,0.0
KEPLER,11656840,11656840,0,7.442652004,2.3078,24446.0,0.137,NA,15.03,0.07015,NA,206.78,967.0,6108.0,4.469,0.956,0.8805000000000001,-0.06,NA,835.6,0.0,1.0,0.0,0.0,169.9717797,2455002.9717797,1.0
KEPLER,11754553,11754553,1,16.38489988,3.0249,1127.1,0.001,NA,2.0,0.07015,NA,8.35,433.0,4126.0,4.661,0.615,0.8805000000000001,-0.06,NA,28.9,0.0,0.0,0.0,0.0,172.72782,2455005.72782,0.0
KEPLER,11812062,11812062,1,3.728732147,2.683,5226.5,0.558,NA,6.02,0.07015,NA,258.34,1023.0,5497.0,4.577,0.809,0.8805000000000001,-0.06,NA,345.2,0.0,0.0,0.0,0.0,171.793255,2455004.793255,0.0
KEPLER,11818800,11818800,1,40.4195037,3.362,6256.0,0.911,NA,7.51,0.07015,NA,11.29,467.0,5446.0,4.507,0.781,0.8805000000000001,-0.06,NA,36.9,0.0,0.0,0.0,0.0,173.56469,2455006.56469,0.0
KEPLER,11853255,11853255,1,2.243380573,1.1196,821.7,0.915,NA,1.99,0.07015,NA,107.6,822.0,4149.0,4.698,0.564,0.8805000000000001,-0.06,NA,38.9,0.0,0.0,0.0,0.0,170.679233,2455003.679233,0.0
KEPLER,11909839,11909839,0,10.405998015,6.5036,14489.0,0.324,NA,11.23,0.07015,NA,113.94,833.0,5746.0,4.393,0.924,0.8805000000000001,-0.06,NA,745.2,0.0,1.0,0.0,0.0,177.197466,2455010.197466,1.0
KEPLER,11918099,11918099,1,2.337437946,1.9982,971.2,0.28,NA,2.34,0.07015,NA,311.16,1070.0,5005.0,4.595,0.765,0.8805000000000001,-0.06,NA,82.4,0.0,0.0,0.0,0.0,171.761982,2455004.761982,0.0
KEPLER,11923270,11923270,1,11.59822233,2.5237,2804.5,0.679,NA,2.65,0.07015,NA,5.82,396.0,3688.0,4.79,0.473,0.8805000000000001,-0.06,NA,71.0,0.0,0.0,0.0,0.0,180.395376,2455013.395376,0.0
KEPLER,11960862,11960862,1,6.575315881,4.3084,2793.3,0.39,NA,5.31,0.07015,NA,251.38,1015.0,5992.0,4.415,0.989,0.8805000000000001,-0.06,NA,221.1,0.0,0.0,0.0,0.0,173.634044,2455006.634044,0.0
KEPLER,12020329,12020329,1,7.275040844,7.5377,3001.0,0.547,NA,4.86,0.07015,NA,113.64,833.0,5485.0,4.556,0.867,0.8805000000000001,-0.06,NA,312.1,0.0,0.0,0.0,0.0,169.994217,2455002.994217,0.0
KEPLER,12066335,12066335,1,19.27153892,2.7594,1219.8,0.031,NA,1.93,0.07015,NA,5.66,393.0,4077.0,4.702,0.56,0.8805000000000001,-0.06,NA,37.1,0.0,0.0,0.0,0.0,186.77093,2455019.77093,0.0
KEPLER,12070811,12070811,1,12.3935651,3.8896,916.6,0.883,NA,2.66,0.07015,NA,49.68,677.0,5557.0,4.603,0.75,0.8805000000000001,-0.06,NA,35.8,0.0,0.0,0.0,0.0,178.74725,2455011.74725,0.0
KEPLER,3120431,3120431,0,3.341913228,3.813,725.3,1.213,NA,21.55,0.07015,NA,268.67,1032.0,5295.0,4.551,0.811,0.8805000000000001,-0.06,NA,39.0,0.0,1.0,1.0,0.0,171.63943,2455004.63943,2.0
KEPLER,3246984,3246984,0,1.626630225,2.1145,1620.6,1.26,NA,32.43,0.07015,NA,1355.88,1547.0,5735.0,4.41,0.973,0.8805000000000001,-0.06,NA,103.6,0.0,0.0,1.0,0.0,169.820171,2455002.820171,1.0
KEPLER,3342970,3342970,1,2.711504086,3.0099,837.5,0.023,NA,3.12,0.07015,NA,960.79,1420.0,6214.0,4.442,1.076,0.8805000000000001,-0.06,NA,64.5,0.0,0.0,0.0,0.0,170.03417,2455003.03417,0.0
KEPLER,12459725,12459725,0,14.1798187,2.505,459.9,0.1601,NA,1.88,0.07015,NA,60.35,711.0,5799.0,4.539,0.878,0.8805000000000001,-0.06,NA,11.2,0.0,0.0,0.0,1.0,171.50237,2455004.50237,1.0
KEPLER,12470844,12470844,1,8.47237911,2.7245,1123.5,0.022,NA,2.59,0.07015,NA,75.44,751.0,5354.0,4.587,0.788,0.8805000000000001,-0.06,NA,47.6,0.0,0.0,0.0,0.0,174.16212,2455007.16212,0.0
KEPLER,12644822,12644822,1,12.611904345,5.1497,6105.6,0.55,NA,7.4,0.07015,NA,76.15,753.0,5795.0,4.508,0.919,0.8805000000000001,-0.06,NA,277.2,0.0,0.0,0.0,0.0,180.892284,2455013.892284,0.0
KEPLER,2440757,2440757,0,1.433769925,1.8868,1976.3,1.268,NA,46.58,0.07015,NA,3209.29,1920.0,6017.0,4.22,1.339,0.8805000000000001,-0.06,NA,112.6,0.0,1.0,0.0,0.0,170.403536,2455003.403536,1.0
KEPLER,2445129,2445129,0,10.31872301,3.836,871.7,1.215,NA,28.59,0.07015,NA,139.26,876.0,5927.0,4.409,1.06,0.8805000000000001,-0.06,NA,38.2,0.0,1.0,1.0,0.0,173.31543,2455006.31543,2.0
KEPLER,2713049,2713049,1,2.539183147,2.4282,382.1,0.238,NA,2.06,0.07015,NA,743.09,1332.0,5519.0,4.35,1.062,0.8805000000000001,-0.06,NA,38.9,0.0,0.0,0.0,0.0,169.67494,2455002.67494,0.0
KEPLER,3114167,3114167,1,6.770300385,2.0844,1304.0,0.838,NA,2.77,0.07015,NA,102.87,812.0,5653.0,4.656,0.679,0.8805000000000001,-0.06,NA,50.8,0.0,0.0,0.0,0.0,170.57662,2455003.57662,0.0
KEPLER,3114661,3114661,0,0.444291966,2.0792,10967.0,1.258,NA,27.51,0.07015,NA,2706.26,1836.0,5255.0,4.678,0.636,0.8805000000000001,-0.06,NA,299.7,0.0,1.0,1.0,1.0,169.865406,2455002.865406,3.0
KEPLER,3115833,3115833,1,10.181584004,3.5089,5741.1,0.92,NA,7.73,0.07015,NA,102.91,812.0,5988.0,4.541,0.836,0.8805000000000001,-0.06,NA,183.6,0.0,0.0,0.0,0.0,177.141891,2455010.141891,0.0
KEPLER,4139816,4139816,1,20.06036336,3.3203,1494.7,0.556,NA,1.96,0.07015,NA,4.0,361.0,3950.0,4.754,0.493,0.8805000000000001,-0.06,NA,35.2,0.0,0.0,0.0,0.0,147.46554,2454980.46554,0.0
KEPLER,4275191,4275191,1,3.895936525,2.3111,8544.8,0.524,NA,7.34,0.07015,NA,241.62,1005.0,5557.0,4.592,0.774,0.8805000000000001,-0.06,NA,370.8,0.0,0.0,0.0,0.0,170.527552,2455003.527552,0.0
KEPLER,4476123,4476123,1,22.36646466,5.228,986.8,0.4,NA,2.32,0.07015,NA,19.45,536.0,5395.0,4.615,0.734,0.8805000000000001,-0.06,NA,32.1,0.0,0.0,0.0,0.0,175.45862,2455008.45862,0.0
KEPLER,3351888,3351888,1,1.625522174,2.38963,7969.0,0.076,NA,9.73,0.07015,NA,1467.41,1579.0,5539.0,4.322,1.106,0.8805000000000001,-0.06,NA,799.7,0.0,0.0,0.0,0.0,170.8266564,2455003.8266564,0.0
KEPLER,3453214,3453214,1,19.620346923,2.0038,21725.0,0.458,NA,13.6,0.07015,NA,40.39,643.0,5710.0,4.492,0.905,0.8805000000000001,-0.06,NA,340.5,0.0,0.0,0.0,0.0,181.881819,2455014.881819,0.0
KEPLER,3554600,3554600,0,7.544039,6.222,322.6,1.175,NA,17.47,0.07015,NA,116.46,838.0,5657.0,4.567,0.824,0.8805000000000001,-0.06,NA,14.2,1.0,0.0,1.0,0.0,171.7982,2455004.7982,2.0
KEPLER,3641726,3641726,1,9.02930689,3.1449,1019.8,0.024,NA,2.57,0.07015,NA,77.75,757.0,5349.0,4.526,0.82,0.8805000000000001,-0.06,NA,53.9,0.0,0.0,0.0,0.0,177.20422,2455010.20422,0.0
KEPLER,3734868,3734868,0,10.328035714,7.7915,16918.0,0.281,NA,13.28,0.07015,NA,119.31,843.0,5627.0,4.359,1.024,0.8805000000000001,-0.06,NA,636.8,0.0,1.0,0.0,0.0,174.581054,2455007.581054,1.0
KEPLER,3832474,3832474,1,143.2063047,8.9302,10566.0,0.379,NA,8.9,0.07015,NA,2.14,308.0,5485.0,4.556,0.867,0.8805000000000001,-0.06,NA,138.8,0.0,0.0,0.0,0.0,154.23552,2454987.23552,0.0
KEPLER,3836375,3836375,0,1.540397253,2.1541,816.1,1.225,NA,25.69,0.07015,NA,1105.68,1470.0,5663.0,4.53,0.915,0.8805000000000001,-0.06,NA,38.8,0.0,0.0,1.0,1.0,170.50479,2455003.50479,2.0
KEPLER,3838486,3838486,0,2.99025443,5.414,589.2,0.014,NA,1.7,0.07015,NA,168.45,918.0,4667.0,4.578,0.731,0.8805000000000001,-0.06,NA,48.5,0.0,0.0,1.0,1.0,171.9834,2455004.9834,2.0
KEPLER,3935914,3935914,1,1.594745374,1.9604,15044.0,0.514,NA,11.3,0.07015,NA,1329.42,1539.0,5934.0,4.491,0.893,0.8805000000000001,-0.06,NA,1009.3,0.0,0.0,0.0,0.0,170.6483505,2455003.6483505,0.0
KEPLER,3940418,3940418,1,4.783002698,2.335,1008.7,0.003,NA,2.5,0.07015,NA,145.48,886.0,5170.0,4.574,0.807,0.8805000000000001,-0.06,NA,70.6,0.0,0.0,0.0,0.0,170.508434,2455003.508434,0.0
KEPLER,4049131,4049131,1,20.50588921,4.0595,2105.5,0.26,NA,3.41,0.07015,NA,17.06,518.0,4905.0,4.544,0.761,0.8805000000000001,-0.06,NA,78.5,0.0,0.0,0.0,0.0,181.43428,2455014.43428,0.0
KEPLER,5287983,5287983,0,2.507089906,2.0067,1339.2,1.255,NA,30.26,0.07015,NA,730.47,1326.0,5926.0,4.506,0.939,0.8805000000000001,-0.06,NA,64.9,0.0,1.0,1.0,0.0,171.002455,2455004.002455,2.0
KEPLER,5358241,5358241,1,18.64932728,4.4056,893.6,0.08,NA,3.12,0.07015,NA,57.13,701.0,5775.0,4.405,1.053,0.8805000000000001,-0.06,NA,46.1,0.0,0.0,0.0,0.0,174.771,2455007.771,0.0
KEPLER,10875245,10875245,1,4.90144976,4.1654,140.7,0.529,NA,1.7,0.07015,NA,598.74,1262.0,5847.0,4.191,1.402,0.8805000000000001,-0.06,NA,50.6,0.0,0.0,0.0,0.0,138.60548,2454971.60548,0.0
KEPLER,5358624,5358624,1,3.525632539,2.59959,22335.0,0.12,NA,11.58,0.07015,NA,213.12,975.0,5150.0,4.572,0.793,0.8805000000000001,-0.06,NA,1996.7,0.0,0.0,0.0,0.0,170.0479951,2455003.0479951,0.0
KEPLER,4544670,4544670,1,34.84398644,2.9315,4523.6,0.934,NA,7.61,0.07015,NA,16.1,511.0,5509.0,4.482,0.871,0.8805000000000001,-0.06,NA,76.8,0.0,0.0,0.0,0.0,172.633252,2455005.633252,0.0
KEPLER,4664847,4664847,1,7.748094239,3.5957,2472.1,0.517,NA,5.52,0.07015,NA,204.39,964.0,5973.0,4.439,1.085,0.8805000000000001,-0.06,NA,113.2,0.0,0.0,0.0,0.0,174.997206,2455007.997206,0.0
KEPLER,4725681,4725681,1,23.96793669,3.827,1182.3,0.416,NA,1.8,0.07015,NA,2.77,329.0,3747.0,4.728,0.524,0.8805000000000001,-0.06,NA,27.5,0.0,0.0,0.0,0.0,186.22182,2455019.22182,0.0
KEPLER,4913852,4913852,1,8.11437482,2.2736,1558.0,0.573,NA,2.1,0.07015,NA,10.55,460.0,3692.0,4.753,0.517,0.8805000000000001,-0.06,NA,56.4,0.0,0.0,0.0,0.0,176.33968,2455009.33968,0.0
KEPLER,4932348,4932348,0,38.036729482,4.34617,82872.0,0.501,NA,27.5,0.07015,NA,14.81,500.0,5575.0,4.521,0.932,0.8805000000000001,-0.06,NA,1300.0,0.0,1.0,0.0,0.0,196.934947,2455029.934947,1.0
KEPLER,4936180,4936180,1,4.64090031,35.512,2450.6,1.28,NA,30.09,0.07015,NA,421.08,1155.0,6463.0,4.5,0.826,0.8805000000000001,-0.06,NA,296.9,0.0,0.0,0.0,0.0,173.64638,2455006.64638,0.0
KEPLER,11913073,11913073,0,3.747838198,5.0642,616.0,1.121,NA,13.65,0.07015,NA,266.76,1031.0,5514.0,4.569,0.826,0.8805000000000001,-0.06,NA,138.2,0.0,1.0,1.0,1.0,171.66504,2455004.66504,3.0
KEPLER,5021899,5021899,1,21.81295996,4.3791,1175.4,0.053,NA,3.38,0.07015,NA,39.33,639.0,5601.0,4.41,0.999,0.8805000000000001,-0.06,NA,37.8,0.0,0.0,0.0,0.0,174.01085,2455007.01085,0.0
KEPLER,5077629,5077629,0,7.91936937,3.3148,15148.0,0.733,NA,10.34,0.07015,NA,104.0,814.0,5690.0,4.588,0.776,0.8805000000000001,-0.06,NA,389.0,0.0,1.0,0.0,0.0,172.181092,2455005.181092,1.0
KEPLER,5115978,5115978,1,1.028436523,1.8606,8098.0,1.5734,NA,72.77,0.07015,NA,3400.48,1947.0,6228.0,4.428,0.99,0.8805000000000001,-0.06,NA,89.6,0.0,0.0,0.0,0.0,170.228582,2455003.228582,0.0
KEPLER,5164255,5164255,1,15.37562369,3.3169,15337.0,0.692,NA,11.01,0.07015,NA,30.54,600.0,4986.0,4.496,0.833,0.8805000000000001,-0.06,NA,166.0,0.0,0.0,0.0,0.0,173.61402,2455006.61402,0.0
KEPLER,5252423,5252423,1,8.10363271,3.161,887.9,0.047,NA,2.11,0.07015,NA,52.82,687.0,4861.0,4.574,0.732,0.8805000000000001,-0.06,NA,39.3,0.0,0.0,0.0,0.0,176.9486,2455009.9486,0.0
KEPLER,5272878,5272878,1,6.365839713,2.9721,780.7,0.524,NA,2.44,0.07015,NA,165.33,914.0,5776.0,4.554,0.849,0.8805000000000001,-0.06,NA,70.8,0.0,0.0,0.0,0.0,171.13575,2455004.13575,0.0
KEPLER,5283542,5283542,0,5.97581754,3.065,962.4,0.941,NA,3.86,0.07015,NA,284.25,1047.0,6108.0,4.471,0.997,0.8805000000000001,-0.06,NA,50.3,0.0,0.0,1.0,0.0,174.77602,2455007.77602,1.0
KEPLER,5649215,5649215,0,2.446737317,4.7211,1177.9,1.241,NA,26.25,0.07015,NA,597.19,1261.0,5764.0,4.548,0.863,0.8805000000000001,-0.06,NA,110.2,0.0,0.0,1.0,1.0,170.66951,2455003.66951,2.0
KEPLER,5651104,5651104,1,3.04033046,1.8411,10859.0,0.736,NA,8.99,0.07015,NA,257.29,1021.0,5035.0,4.519,0.791,0.8805000000000001,-0.06,NA,568.2,0.0,0.0,0.0,0.0,169.9490106,2455002.9490106,0.0
KEPLER,5792202,5792202,1,15.33528675,3.897,3081.4,0.773,NA,5.0,0.07015,NA,32.67,610.0,5251.0,4.581,0.817,0.8805000000000001,-0.06,NA,86.6,0.0,0.0,0.0,0.0,174.00278,2455007.00278,0.0
KEPLER,5370302,5370302,0,3.9043425,3.831,16228.0,0.709,NA,12.28,0.07015,NA,351.05,1104.0,5810.0,4.526,0.898,0.8805000000000001,-0.06,NA,323.4,0.0,1.0,0.0,0.0,173.393734,2455006.393734,1.0
KEPLER,5372966,5372966,0,9.286358079,3.49949,44791.0,0.377,NA,17.61,0.07015,NA,95.03,796.0,5670.0,4.523,0.821,0.8805000000000001,-0.06,NA,1671.1,0.0,1.0,0.0,0.0,171.8214689,2455004.8214689,1.0
KEPLER,5376067,5376067,0,3.951405455,2.1862,2453.9,1.276,NA,31.44,0.07015,NA,388.71,1133.0,6046.0,4.539,0.869,0.8805000000000001,-0.06,NA,117.2,0.0,1.0,0.0,0.0,173.276125,2455006.276125,1.0
KEPLER,5436502,5436502,1,23.65369415,8.2183,3341.8,0.008,NA,7.89,0.07015,NA,67.65,731.0,5739.0,4.191,1.384,0.8805000000000001,-0.06,NA,266.3,0.0,0.0,0.0,0.0,171.376107,2455004.376107,0.0
KEPLER,5456651,5456651,1,11.76307164,2.9076,1037.3,0.048,NA,2.35,0.07015,NA,33.99,616.0,4959.0,4.603,0.756,0.8805000000000001,-0.06,NA,48.9,0.0,0.0,0.0,0.0,180.93613,2455013.93613,0.0
KEPLER,5481416,5481416,0,2.384052875,3.0918,1268.1,1.178,NA,17.06,0.07015,NA,244.87,1010.0,4794.0,4.58,0.701,0.8805000000000001,-0.06,NA,50.5,0.0,1.0,1.0,1.0,171.58362,2455004.58362,3.0
KEPLER,5531576,5531576,1,7.953547,2.6312,875.4,0.3,NA,2.25,0.07015,NA,55.37,696.0,4768.0,4.536,0.779,0.8805000000000001,-0.06,NA,38.4,0.0,0.0,0.0,0.0,174.66224,2455007.66224,0.0
KEPLER,5534814,5534814,0,4.859386384,2.2757,6044.3,1.259,NA,38.33,0.07015,NA,364.23,1114.0,6072.0,4.47,0.988,0.8805000000000001,-0.06,NA,269.7,0.0,1.0,0.0,0.0,173.011469,2455006.011469,1.0
