mission,object_id,source_id_raw,label,period_d,dur_h,depth_ppm,impact,ror,prad_re,a_au,a_over_rstar,insol_earth,teq_k,teff_k,logg_cgs,radius_rsun,mass_msun,feh_dex,mes,snr,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,epoch_bjd_raw,epoch_bjd,fpflag_sum
KEPLER,7815931,7815931,0,1.868564038,1.192,176.7,0.456,NA,1.4,0.07015,NA,1417.56,1565.0,6065.0,4.427,1.023,0.8805000000000001,-0.06,NA,17.2,0.0,0.0,1.0,0.0,132.51442,2454965.51442,1.0
KEPLER,6679295,6679295,1,24.5752524,2.258,1003.4,0.489,NA,1.64,0.07015,NA,2.35,316.0,3678.0,4.755,0.512,0.8805000000000001,-0.06,NA,12.1,0.0,0.0,0.0,0.0,144.18324,2454977.18324,0.0
KEPLER,9642292,9642292,1,15.1408916,4.359,476.8,0.136,NA,1.93,0.07015,NA,61.42,714.0,5926.0,4.532,0.887,0.8805000000000001,-0.06,NA,20.1,0.0,0.0,0.0,0.0,143.74584,2454976.74584,0.0
KEPLER,6356692,6356692,1,11.39169531,5.0,51.0,0.849,NA,1.02,0.07015,NA,145.67,886.0,5557.0,4.198,1.249,0.8805000000000001,-0.06,NA,19.0,0.0,0.0,0.0,0.0,141.55983,2454974.55983,0.0
KEPLER,6026737,6026737,1,10.1747037,5.179,52.4,0.726,NA,1.04,0.07015,NA,222.53,985.0,5866.0,4.191,1.339,0.8805000000000001,-0.06,NA,11.8,0.0,0.0,0.0,0.0,132.3605,2454965.3605,0.0
KEPLER,4991208,4991208,1,2.44358543,1.852,59.1,0.258,NA,0.67,0.07015,NA,574.37,1249.0,5561.0,4.486,0.873,0.8805000000000001,-0.06,NA,11.9,0.0,0.0,0.0,0.0,132.80194,2454965.80194,0.0
KEPLER,8243283,8243283,0,1.7592691,2.381,140.4,0.564,NA,1.21,0.07015,NA,1254.94,1519.0,5784.0,4.416,0.984,0.8805000000000001,-0.06,NA,13.5,0.0,0.0,1.0,1.0,132.07552,2454965.07552,2.0
KEPLER,9092504,9092504,1,0.962864171,1.6802,303.5,0.736,NA,1.52,0.07015,NA,1828.67,1666.0,5704.0,4.575,0.804,0.8805000000000001,-0.06,NA,31.6,0.0,0.0,0.0,0.0,132.12548,2454965.12548,0.0
KEPLER,5383248,5383248,1,16.23847733,3.9699,646.7,0.766,NA,2.76,0.07015,NA,60.35,711.0,5683.0,4.422,0.993,0.8805000000000001,-0.06,NA,125.8,0.0,0.0,0.0,0.0,171.019564,2455004.019564,0.0
KEPLER,10001368,10001368,1,4.76831033,3.2363,251.8,0.191,NA,1.78,0.07015,NA,522.81,1219.0,6237.0,4.374,1.116,0.8805000000000001,-0.06,NA,35.4,0.0,0.0,0.0,0.0,134.86116,2454967.86116,0.0
KEPLER,9466429,9466429,1,44.616751,7.831,239.7,0.618,NA,2.31,0.07015,NA,54.56,693.0,6763.0,4.22,1.424,0.8805000000000001,-0.06,NA,28.4,0.0,0.0,0.0,0.0,164.45238,2454997.45238,0.0
KEPLER,4365442,4365442,0,1.714410345,3.336,50.4,0.56,NA,1.84,0.07015,NA,10025.53,2551.0,6340.0,3.731,2.498,0.8805000000000001,-0.06,NA,22.9,0.0,0.0,1.0,1.0,131.86549,2454964.86549,2.0
KEPLER,8885643,8885643,1,3.40165617,1.9617,155.9,0.906,NA,1.34,0.07015,NA,552.42,1236.0,6177.0,4.516,0.906,0.8805000000000001,-0.06,NA,19.9,0.0,0.0,0.0,0.0,132.06195,2454965.06195,0.0
KEPLER,5652893,5652893,1,14.00948631,3.399,169.9,0.268,NA,0.98,0.07015,NA,34.32,617.0,5153.0,4.551,0.767,0.8805000000000001,-0.06,NA,22.6,0.0,0.0,0.0,0.0,132.96947,2454965.96947,0.0
KEPLER,3241557,3241557,0,1.703359172,1.914,57.6,0.152,NA,0.69,0.07015,NA,1284.58,1525.0,6026.0,4.503,0.904,0.8805000000000001,-0.06,NA,13.9,0.0,0.0,1.0,1.0,132.46185,2454965.46185,2.0
KEPLER,3957082,3957082,0,3.77881664,5.819,47.1,0.628,NA,3.99,0.07015,NA,10473.57,2580.0,6115.0,3.267,5.544,0.8805000000000001,-0.06,NA,22.2,0.0,0.0,1.0,0.0,134.208,2454967.208,1.0
KEPLER,8681833,8681833,1,1.311558909,1.919,141.3,0.218,NA,1.15,0.07015,NA,1776.99,1655.0,5926.0,4.501,0.963,0.8805000000000001,-0.06,NA,17.2,0.0,0.0,0.0,0.0,131.53283,2454964.53283,0.0
KEPLER,4138951,4138951,1,1.291233083,1.855,66.0,0.2,NA,0.89,0.07015,NA,2993.7,1887.0,6384.0,4.419,1.086,0.8805000000000001,-0.06,NA,15.9,0.0,0.0,0.0,0.0,131.99105,2454964.99105,0.0
KEPLER,3102384,3102384,1,10.573751447,1.7259,298.9,0.785,NA,2.07,0.07015,NA,120.25,844.0,5720.0,4.4,1.08,0.8805000000000001,-0.06,NA,82.0,0.0,0.0,0.0,0.0,175.067739,2455008.067739,0.0
KEPLER,10471515,10471515,1,3.7847507,2.924,33.5,0.021,NA,0.7,0.07015,NA,699.15,1311.0,6017.0,4.326,1.206,0.8805000000000001,-0.06,NA,12.2,0.0,0.0,0.0,0.0,133.50785,2454966.50785,0.0
KEPLER,4935172,4935172,1,2.17291055,2.139,76.4,0.362,NA,0.93,0.07015,NA,1220.49,1507.0,6164.0,4.446,1.045,0.8805000000000001,-0.06,NA,13.6,0.0,0.0,0.0,0.0,131.73552,2454964.73552,0.0
KEPLER,8760040,8760040,1,18.2206024,5.109,201.8,0.125,NA,1.78,0.07015,NA,90.43,786.0,5951.0,4.283,1.262,0.8805000000000001,-0.06,NA,19.7,0.0,0.0,0.0,0.0,141.37607,2454974.37607,0.0
KEPLER,10098844,10098844,1,47.4497134,10.675,206.4,0.016,NA,1.61,0.07015,NA,21.82,551.0,6007.0,4.353,1.126,0.8805000000000001,-0.06,NA,16.9,0.0,0.0,0.0,0.0,173.4565,2455006.4565,0.0
KEPLER,9467404,9467404,1,0.929906166,1.743,108.7,0.102,NA,1.48,0.07015,NA,6514.57,2291.0,6039.0,4.169,1.413,0.8805000000000001,-0.06,NA,79.7,0.0,0.0,0.0,0.0,132.25126,2454965.25126,0.0
KEPLER,5308666,5308666,0,0.784513087,1.9206,316.6,0.029,NA,131.4,0.07015,NA,3036857.56,10634.0,3853.0,0.892,78.869,0.8805000000000001,-0.06,NA,47.7,0.0,0.0,1.0,1.0,131.98751,2454964.98751,2.0
KEPLER,5184911,5184911,1,4.11585514,1.4858,425.8,0.807,NA,1.93,0.07015,NA,151.55,895.0,4827.0,4.508,0.823,0.8805000000000001,-0.06,NA,20.8,0.0,0.0,0.0,0.0,134.11726,2454967.11726,0.0
KEPLER,8176564,8176564,1,6.57159435,3.1044,65.7,0.751,NA,1.26,0.07015,NA,507.81,1211.0,6042.0,4.139,1.432,0.8805000000000001,-0.06,NA,30.7,0.0,0.0,0.0,0.0,132.74598,2454965.74598,0.0
KEPLER,6587105,6587105,1,33.878639,6.194,700.1,0.923,NA,3.52,0.07015,NA,24.0,564.0,5533.0,4.348,1.072,0.8805000000000001,-0.06,NA,27.9,0.0,0.0,0.0,0.0,160.21869,2454993.21869,0.0
KEPLER,11662184,11662184,1,27.5722144,5.256,296.3,0.562,NA,1.94,0.07015,NA,38.62,636.0,5912.0,4.397,1.09,0.8805000000000001,-0.06,NA,20.0,0.0,0.0,0.0,0.0,145.39543,2454978.39543,0.0
KEPLER,11127479,11127479,1,2.12821621,3.146,25.9,0.098,NA,0.7,0.07015,NA,1831.55,1668.0,5952.0,4.227,1.377,0.8805000000000001,-0.06,NA,22.1,0.0,0.0,0.0,0.0,132.48055,2454965.48055,0.0
KEPLER,5428668,5428668,0,0.703399912,0.823,531.4,0.393,NA,2.15,0.07015,NA,3879.31,2013.0,5955.0,4.52,0.91,0.8805000000000001,-0.06,NA,32.0,1.0,0.0,1.0,0.0,131.65929,2454964.65929,2.0
KEPLER,5041569,5041569,0,2.5355023,7.189,354.6,0.965,NA,2.7,0.07015,NA,1127.68,1477.0,6268.0,4.429,1.1,0.8805000000000001,-0.06,NA,37.6,0.0,1.0,0.0,0.0,132.20054,2454965.20054,1.0
KEPLER,10604521,10604521,1,0.868122253,1.5471,231.3,0.006,NA,1.65,0.07015,NA,4163.14,2047.0,6116.0,4.44,1.084,0.8805000000000001,-0.06,NA,23.2,0.0,0.0,0.0,0.0,131.83212,2454964.83212,0.0
KEPLER,9899181,9899181,0,1.332560553,3.315,31.7,0.37,NA,0.4,0.07015,NA,574.99,1249.0,4947.0,4.621,0.714,0.8805000000000001,-0.06,NA,26.1,0.0,0.0,1.0,1.0,132.05303,2454965.05303,2.0
KEPLER,8884274,8884274,1,10.65275054,2.684,740.7,0.051,NA,2.2,0.07015,NA,69.81,737.0,5602.0,4.571,0.817,0.8805000000000001,-0.06,NA,17.5,0.0,0.0,0.0,0.0,136.08994,2454969.08994,0.0
KEPLER,7767162,7767162,1,3.30040818,4.462,98.8,0.008,NA,1.43,0.07015,NA,1341.9,1543.0,6333.0,4.229,1.438,0.8805000000000001,-0.06,NA,19.3,0.0,0.0,0.0,0.0,133.56723,2454966.56723,0.0
KEPLER,4861791,4861791,0,5.62950902,6.542,297.5,0.974,NA,2.11,0.07015,NA,216.41,979.0,5822.0,4.529,0.898,0.8805000000000001,-0.06,NA,14.3,0.0,0.0,1.0,1.0,136.8607,2454969.8607,2.0
KEPLER,4385148,4385148,1,13.84301228,4.077,567.8,0.052,NA,1.98,0.07015,NA,56.45,699.0,5745.0,4.559,0.837,0.8805000000000001,-0.06,NA,17.5,0.0,0.0,0.0,0.0,139.95334,2454972.95334,0.0
KEPLER,9838468,9838468,1,54.4099612,9.314,193.0,0.157,NA,1.56,0.07015,NA,16.35,513.0,5746.0,4.309,1.133,0.8805000000000001,-0.06,NA,20.8,0.0,0.0,0.0,0.0,175.40307,2455008.40307,0.0
KEPLER,6781548,6781548,0,9.12209336,4.347,906.8,1.236,NA,28.17,0.07015,NA,131.35,863.0,5899.0,4.499,0.96,0.8805000000000001,-0.06,NA,22.2,0.0,1.0,1.0,1.0,138.83306,2454971.83306,3.0
KEPLER,8617363,8617363,1,19.94752741,1.756,861.3,0.094,NA,2.52,0.07015,NA,36.14,625.0,5749.0,4.547,0.864,0.8805000000000001,-0.06,NA,16.0,0.0,0.0,0.0,0.0,144.2469,2454977.2469,0.0
KEPLER,7673192,7673192,1,6.12479773,3.466,129.3,0.79,NA,1.51,0.07015,NA,399.43,1140.0,6052.0,4.285,1.202,0.8805000000000001,-0.06,NA,20.1,0.0,0.0,0.0,0.0,134.93803,2454967.93803,0.0
KEPLER,11807274,11807274,1,7.81285862,4.098,117.3,0.03,NA,1.68,0.07015,NA,483.06,1196.0,6237.0,4.136,1.543,0.8805000000000001,-0.06,NA,32.3,0.0,0.0,0.0,0.0,172.6138,2455005.6138,0.0
KEPLER,7670943,7670943,1,18.01164974,6.7367,107.8,0.924,NA,1.83,0.07015,NA,155.37,900.0,6477.0,4.224,1.459,0.8805000000000001,-0.06,NA,60.8,0.0,0.0,0.0,0.0,185.09162,2455018.09162,0.0
KEPLER,6697756,6697756,1,0.916142298,1.1555,98.5,0.232,NA,0.6,0.07015,NA,507.47,1212.0,4374.0,4.639,0.614,0.8805000000000001,-0.06,NA,23.0,0.0,0.0,0.0,0.0,132.02221,2454965.02221,0.0
KEPLER,5649833,5649833,0,0.597933473,1.918,106.0,0.562,NA,1.24,0.07015,NA,10196.42,2564.0,6543.0,4.382,1.159,0.8805000000000001,-0.06,NA,26.0,0.0,0.0,1.0,1.0,131.95386,2454964.95386,2.0
KEPLER,10518399,10518399,0,2.69636494,3.892,109.0,0.628,NA,1.24,0.07015,NA,925.14,1406.0,5653.0,4.25,1.139,0.8805000000000001,-0.06,NA,22.2,0.0,1.0,1.0,1.0,132.99372,2454965.99372,3.0
KEPLER,5905822,5905822,1,6.99205021,5.037,33.4,0.944,NA,1.06,0.07015,NA,479.87,1194.0,6057.0,4.139,1.467,0.8805000000000001,-0.06,NA,24.4,0.0,0.0,0.0,0.0,138.05147,2454971.05147,0.0
KEPLER,10793172,10793172,1,12.0999065,3.558,165.5,0.14,NA,1.39,0.07015,NA,100.37,807.0,5553.0,4.33,1.098,0.8805000000000001,-0.06,NA,15.1,0.0,0.0,0.0,0.0,143.04424,2454976.04424,0.0
KEPLER,7136729,7136729,0,3.17319407,2.512,135.8,0.211,NA,0.91,0.07015,NA,318.23,1077.0,5369.0,4.508,0.784,0.8805000000000001,-0.06,NA,16.2,0.0,0.0,1.0,0.0,133.38365,2454966.38365,1.0
KEPLER,6364276,6364276,0,5.24368302,10.873,225.4,0.006,NA,0.91,0.07015,NA,43.13,654.0,4194.0,4.633,0.629,0.8805000000000001,-0.06,NA,36.9,0.0,0.0,1.0,1.0,132.7109,2454965.7109,2.0
KEPLER,4367854,4367854,1,5.1952021,2.1552,320.8,0.604,NA,1.37,0.07015,NA,115.35,836.0,5044.0,4.551,0.738,0.8805000000000001,-0.06,NA,17.7,0.0,0.0,0.0,0.0,133.34401,2454966.34401,0.0
KEPLER,5108946,5108946,0,0.591280187,1.1656,135.0,0.395,NA,1.3,0.07015,NA,7620.01,2385.0,6246.0,4.433,1.092,0.8805000000000001,-0.06,NA,21.6,0.0,0.0,1.0,0.0,131.74406,2454964.74406,1.0
KEPLER,8801316,8801316,1,3.93766786,4.655,24.3,0.226,NA,1.36,0.07015,NA,3388.82,1947.0,6277.0,3.728,2.741,0.8805000000000001,-0.06,NA,16.8,0.0,0.0,0.0,0.0,135.27724,2454968.27724,0.0
KEPLER,10597693,10597693,1,31.6084371,3.675,331.6,0.022,NA,1.89,0.07015,NA,38.1,634.0,6341.0,4.446,1.033,0.8805000000000001,-0.06,NA,16.2,0.0,0.0,0.0,0.0,134.68285,2454967.68285,0.0
KEPLER,7466270,7466270,1,16.1558656,3.798,731.3,0.973,NA,2.04,0.07015,NA,10.1,455.0,4504.0,4.713,0.53,0.8805000000000001,-0.06,NA,17.5,0.0,0.0,0.0,0.0,140.23012,2454973.23012,0.0
KEPLER,10876237,10876237,0,1.465943491,1.513,52.3,0.211,NA,1.6,0.07015,NA,8804.6,2472.0,6230.0,3.847,2.19,0.8805000000000001,-0.06,NA,15.8,0.0,1.0,1.0,0.0,132.32801,2454965.32801,2.0
KEPLER,12314973,12314973,1,28.45489091,8.1593,1418.6,0.5,NA,6.08,0.07015,NA,82.7,769.0,6206.0,4.159,1.573,0.8805000000000001,-0.06,NA,244.7,0.0,0.0,0.0,0.0,176.706265,2455009.706265,0.0
KEPLER,3346154,3346154,1,1.952711161,0.872,403.0,0.962,NA,2.58,0.07015,NA,917.15,1403.0,5741.0,4.495,0.946,0.8805000000000001,-0.06,NA,30.7,0.0,0.0,0.0,0.0,133.160986,2454966.160986,0.0
KEPLER,5308387,5308387,0,0.620739667,2.477,108.2,1.158,NA,29.28,0.07015,NA,17924.29,2947.0,6559.0,4.133,1.602,0.8805000000000001,-0.06,NA,30.8,0.0,0.0,1.0,1.0,132.10051,2454965.10051,2.0
KEPLER,6233573,6233573,0,0.587470828,2.4382,193.8,1.161,NA,51.02,0.07015,NA,33039.47,3434.0,5787.0,3.678,2.667,0.8805000000000001,-0.06,NA,48.3,0.0,0.0,1.0,0.0,131.49788,2454964.49788,1.0
KEPLER,10363281,10363281,0,0.934924739,2.052,73.8,0.309,NA,2.29,0.07015,NA,23533.0,3156.0,6477.0,3.781,2.628,0.8805000000000001,-0.06,NA,20.3,0.0,1.0,1.0,1.0,132.17846,2454965.17846,3.0
KEPLER,4861527,4861527,0,25.7054557,6.059,266.3,0.722,NA,1.75,0.07015,NA,47.76,670.0,6326.0,4.459,1.001,0.8805000000000001,-0.06,NA,27.6,0.0,1.0,1.0,1.0,156.66709,2454989.66709,3.0
KEPLER,5775129,5775129,1,3.84822189,2.013,203.9,0.368,NA,1.72,0.07015,NA,641.53,1283.0,5927.0,4.323,1.193,0.8805000000000001,-0.06,NA,17.6,0.0,0.0,0.0,0.0,131.9185,2454964.9185,0.0
KEPLER,9898447,9898447,1,2.37752442,2.307,32.1,0.256,NA,0.53,0.07015,NA,632.62,1278.0,5615.0,4.505,0.936,0.8805000000000001,-0.06,NA,15.9,0.0,0.0,0.0,0.0,133.39854,2454966.39854,0.0
KEPLER,5307568,5307568,0,2.62838097,3.193,89.9,0.087,NA,1.01,0.07015,NA,846.09,1375.0,5884.0,4.408,1.07,0.8805000000000001,-0.06,NA,15.3,0.0,0.0,1.0,0.0,131.62343,2454964.62343,1.0
KEPLER,11135308,11135308,1,1.877878538,2.39,47.5,0.248,NA,0.78,0.07015,NA,1977.35,1701.0,6324.0,4.352,1.115,0.8805000000000001,-0.06,NA,20.6,0.0,0.0,0.0,0.0,132.26131,2454965.26131,0.0
KEPLER,2985587,2985587,1,3.375716723,1.5436,175.7,0.982,NA,2.34,0.07015,NA,1111.66,1472.0,6310.0,4.273,1.282,0.8805000000000001,-0.06,NA,20.2,0.0,0.0,0.0,0.0,134.21319,2454967.21319,0.0
KEPLER,8077137,8077137,1,15.0896415,4.3349,77.8,0.02,NA,1.42,0.07015,NA,207.64,968.0,6063.0,4.061,1.613,0.8805000000000001,-0.06,NA,29.5,0.0,0.0,0.0,0.0,175.95371,2455008.95371,0.0
KEPLER,7019524,7019524,1,5.30873978,3.018,127.5,0.173,NA,1.08,0.07015,NA,279.21,1042.0,5914.0,4.483,0.955,0.8805000000000001,-0.06,NA,16.7,0.0,0.0,0.0,0.0,134.25061,2454967.25061,0.0
KEPLER,5106313,5106313,1,3.89524296,1.689,189.0,0.224,NA,1.13,0.07015,NA,197.66,956.0,5018.0,4.492,0.838,0.8805000000000001,-0.06,NA,16.2,0.0,0.0,0.0,0.0,131.85929,2454964.85929,0.0
KEPLER,9825174,9825174,1,0.740926358,1.0163,195.5,0.202,NA,1.22,0.07015,NA,2909.21,1873.0,5618.0,4.494,0.874,0.8805000000000001,-0.06,NA,20.0,0.0,0.0,0.0,0.0,131.91163,2454964.91163,0.0
KEPLER,5642620,5642620,1,75.8580035,5.382,1148.4,0.935,NA,2.72,0.07015,NA,1.47,281.0,4474.0,4.67,0.614,0.8805000000000001,-0.06,NA,16.1,0.0,0.0,0.0,0.0,165.5543,2454998.5543,0.0
KEPLER,8429415,8429415,0,1.352564873,3.469,56.7,0.669,NA,1.45,0.07015,NA,8505.97,2447.0,6463.0,3.959,1.823,0.8805000000000001,-0.06,NA,34.9,0.0,0.0,1.0,1.0,132.04752,2454965.04752,2.0
KEPLER,5014903,5014903,0,7.72768833,2.06,404.8,0.203,NA,1.89,0.07015,NA,154.46,899.0,5765.0,4.468,0.94,0.8805000000000001,-0.06,NA,14.6,0.0,0.0,1.0,0.0,136.19387,2454969.19387,1.0
KEPLER,5980783,5980783,1,37.3033197,7.793,551.7,0.908,NA,2.31,0.07015,NA,14.0,493.0,5646.0,4.55,0.817,0.8805000000000001,-0.06,NA,19.5,0.0,0.0,0.0,0.0,133.3072,2454966.3072,0.0
KEPLER,8873090,8873090,1,10.16435076,6.017,37.7,0.915,NA,1.99,0.07015,NA,879.94,1389.0,6133.0,3.718,2.71,0.8805000000000001,-0.06,NA,18.4,0.0,0.0,0.0,0.0,136.43034,2454969.43034,0.0
KEPLER,8560804,8560804,0,31.9729501,9.41,156.3,0.773,NA,2.41,0.07015,NA,77.49,757.0,6007.0,4.064,1.759,0.8805000000000001,-0.06,NA,38.3,0.0,1.0,1.0,1.0,133.88218,2454966.88218,3.0
KEPLER,12008872,12008872,1,14.8877665,4.981,252.5,0.795,NA,1.96,0.07015,NA,112.85,831.0,6143.0,4.344,1.116,0.8805000000000001,-0.06,NA,28.4,0.0,0.0,0.0,0.0,141.95432,2454974.95432,0.0
KEPLER,8415200,8415200,1,4.52158614,3.4702,106.2,0.203,NA,1.31,0.07015,NA,513.68,1214.0,5576.0,4.201,1.289,0.8805000000000001,-0.06,NA,26.2,0.0,0.0,0.0,0.0,133.21804,2454966.21804,0.0
KEPLER,4072333,4072333,0,2.007750531,2.0715,352.0,0.42,NA,1.64,0.07015,NA,716.79,1319.0,5645.0,4.549,0.865,0.8805000000000001,-0.06,NA,21.8,0.0,0.0,1.0,0.0,132.57843,2454965.57843,1.0
KEPLER,9886361,9886361,1,7.03146295,5.922,85.4,0.014,NA,1.38,0.07015,NA,480.26,1194.0,6170.0,4.192,1.499,0.8805000000000001,-0.06,NA,33.8,0.0,0.0,0.0,0.0,134.4525,2454967.4525,0.0
KEPLER,3730335,3730335,0,0.596087893,0.7159,105.1,0.283,NA,1.92,0.07015,NA,18259.79,2967.0,6049.0,3.997,1.827,0.8805000000000001,-0.06,NA,30.3,0.0,0.0,1.0,0.0,131.82296,2454964.82296,1.0
KEPLER,6528464,6528464,1,12.58229808,6.375,118.7,0.044,NA,1.53,0.07015,NA,167.41,917.0,5587.0,4.091,1.423,0.8805000000000001,-0.06,NA,62.1,0.0,0.0,0.0,0.0,175.02129,2455008.02129,0.0
KEPLER,7428316,7428316,0,7.12684695,3.179,206.3,0.71,NA,1.38,0.07015,NA,185.17,941.0,6050.0,4.525,0.896,0.8805000000000001,-0.06,NA,20.7,0.0,1.0,1.0,0.0,137.42807,2454970.42807,2.0
KEPLER,10275766,10275766,0,0.661749944,4.112,215.6,1.169,NA,23.92,0.07015,NA,8123.02,2420.0,6363.0,4.386,1.198,0.8805000000000001,-0.06,NA,34.5,0.0,1.0,1.0,1.0,131.86076,2454964.86076,3.0
KEPLER,6370120,6370120,0,1.35477049,1.618,145.3,0.24,NA,0.8,0.07015,NA,348.9,1102.0,4414.0,4.621,0.689,0.8805000000000001,-0.06,NA,14.8,0.0,0.0,1.0,0.0,131.64321,2454964.64321,1.0
KEPLER,5209845,5209845,1,11.95401876,2.656,855.9,0.744,NA,2.1,0.07015,NA,17.92,525.0,4359.0,4.611,0.659,0.8805000000000001,-0.06,NA,19.3,0.0,0.0,0.0,0.0,140.26226,2454973.26226,0.0
KEPLER,9652649,9652649,0,2.48883033,4.268,51.4,0.696,NA,0.64,0.07015,NA,540.34,1230.0,5615.0,4.514,0.833,0.8805000000000001,-0.06,NA,15.1,0.0,0.0,1.0,1.0,132.11766,2454965.11766,2.0
KEPLER,11100670,11100670,0,20.2340219,3.674,193.6,0.249,NA,0.99,0.07015,NA,23.53,562.0,5528.0,4.627,0.71,0.8805000000000001,-0.06,NA,11.5,0.0,1.0,1.0,0.0,141.38622,2454974.38622,2.0
KEPLER,6129524,6129524,1,0.88184263,1.3117,249.9,0.454,NA,1.24,0.07015,NA,1419.46,1564.0,5268.0,4.594,0.776,0.8805000000000001,-0.06,NA,21.2,0.0,0.0,0.0,0.0,131.68869,2454964.68869,0.0
KEPLER,5794570,5794570,1,5.448321078,2.2213,529.4,0.614,NA,2.17,0.07015,NA,215.95,978.0,5721.0,4.517,0.905,0.8805000000000001,-0.06,NA,55.1,0.0,0.0,0.0,0.0,132.49088,2454965.49088,0.0
KEPLER,5649325,5649325,0,195.613824,23.777,1651.9,0.891,NA,10.65,0.07015,NA,11.24,467.0,5970.0,3.835,2.229,0.8805000000000001,-0.06,NA,102.7,0.0,0.0,1.0,0.0,167.73974,2455000.73974,1.0
KEPLER,9958387,9958387,1,237.787237,10.509,1627.7,0.947,NA,9.91,0.07015,NA,3.73,354.0,5185.0,3.936,1.853,0.8805000000000001,-0.06,NA,92.3,0.0,0.0,0.0,0.0,196.97103,2455029.97103,0.0
KEPLER,6779260,6779260,1,3.833087643,1.51,461.4,0.932,NA,2.25,0.07015,NA,247.8,1012.0,5397.0,4.543,0.831,0.8805000000000001,-0.06,NA,40.2,0.0,0.0,0.0,0.0,131.63482,2454964.63482,0.0
KEPLER,5953297,5953297,1,5.62006198,2.751,190.1,0.969,NA,1.45,0.07015,NA,84.01,772.0,4868.0,4.6,0.746,0.8805000000000001,-0.06,NA,17.4,0.0,0.0,0.0,0.0,132.95381,2454965.95381,0.0
KEPLER,7659389,7659389,1,3.8259005,1.8057,857.2,0.951,NA,3.45,0.07015,NA,241.25,1005.0,5223.0,4.505,0.885,0.8805000000000001,-0.06,NA,20.3,0.0,0.0,0.0,0.0,132.20163,2454965.20163,0.0
KEPLER,9472074,9472074,1,0.558841234,0.7918,280.9,0.307,NA,1.33,0.07015,NA,2412.15,1787.0,5151.0,4.592,0.792,0.8805000000000001,-0.06,NA,26.3,0.0,0.0,0.0,0.0,131.57991,2454964.57991,0.0
KEPLER,10842192,10842192,1,9.33648141,2.5449,885.4,0.901,NA,2.39,0.07015,NA,26.22,577.0,4442.0,4.619,0.648,0.8805000000000001,-0.06,NA,23.1,0.0,0.0,0.0,0.0,140.67893,2454973.67893,0.0
KEPLER,2442448,2442448,1,76.6139446,10.22,498.7,0.851,NA,2.61,0.07015,NA,11.12,466.0,6173.0,4.408,1.03,0.8805000000000001,-0.06,NA,28.6,0.0,0.0,0.0,0.0,153.79301,2454986.79301,0.0
KEPLER,11197853,11197853,1,0.698461304,0.7887,134.4,0.459,NA,14.81,0.07015,NA,168689.02,5173.0,4676.0,2.577,12.558,0.8805000000000001,-0.06,NA,16.1,0.0,0.0,0.0,0.0,131.85138,2454964.85138,0.0
KEPLER,9665922,9665922,0,1.545388842,3.037,52.8,0.341,NA,0.56,0.07015,NA,964.53,1421.0,5782.0,4.594,0.767,0.8805000000000001,-0.06,NA,20.6,0.0,0.0,1.0,0.0,132.63059,2454965.63059,1.0
KEPLER,11283615,11283615,1,1.289590179,1.3541,286.0,0.401,NA,1.38,0.07015,NA,1040.23,1448.0,5467.0,4.578,0.808,0.8805000000000001,-0.06,NA,18.9,0.0,0.0,0.0,0.0,131.89057,2454964.89057,0.0
KEPLER,7605093,7605093,1,0.634003002,0.9207,316.9,0.367,NA,1.35,0.07015,NA,2030.16,1714.0,5226.0,4.606,0.75,0.8805000000000001,-0.06,NA,21.0,0.0,0.0,0.0,0.0,131.89476,2454964.89476,0.0
KEPLER,3859363,3859363,0,1.56859048,11.591,280.6,1.198,NA,23.41,0.07015,NA,1935.28,1693.0,6248.0,4.442,1.002,0.8805000000000001,-0.06,NA,43.3,1.0,0.0,1.0,0.0,131.64081,2454964.64081,2.0
KEPLER,12023078,12023078,0,0.623441939,1.4053,128.1,1.027,NA,13.89,0.07015,NA,25489.88,3219.0,5385.0,3.639,2.871,0.8805000000000001,-0.06,NA,40.6,0.0,1.0,1.0,1.0,131.990423,2454964.990423,3.0
KEPLER,6364162,6364162,0,5.24364571,16.984,270.4,1.201,NA,25.01,0.07015,NA,411.58,1149.0,6197.0,4.406,1.056,0.8805000000000001,-0.06,NA,45.6,0.0,0.0,1.0,1.0,132.7242,2454965.7242,2.0
KEPLER,7463685,7463685,1,8.98826122,4.96,160.8,0.92,NA,1.39,0.07015,NA,131.92,864.0,5984.0,4.521,0.906,0.8805000000000001,-0.06,NA,14.5,0.0,0.0,0.0,0.0,138.83733,2454971.83733,0.0
KEPLER,6716021,6716021,1,110.7556272,6.819,8067.0,0.917,NA,29.64,0.07015,NA,42.53,651.0,6525.0,3.772,2.668,0.8805000000000001,-0.06,NA,48.5,0.0,0.0,0.0,0.0,144.80528,2454977.80528,0.0
KEPLER,11231334,11231334,0,4.15743922,9.572,1472.0,1.242,NA,96.99,0.07015,NA,4503.26,2089.0,6529.0,3.657,3.131,0.8805000000000001,-0.06,NA,52.5,0.0,1.0,0.0,0.0,172.50464,2455005.50464,1.0
KEPLER,8326342,8326342,1,14.4079035,2.524,3058.0,1.226,NA,23.4,0.07015,NA,35.81,624.0,5440.0,4.617,0.728,0.8805000000000001,-0.06,NA,7.7,0.0,0.0,0.0,0.0,142.02803,2454975.02803,0.0
